5829,HDSc001_paver,2019-10-24,18:18:16,,,NA,,21.5,55.6,2019-10-24 18:18:16
5830,HDSc001_paver,2019-10-24,18:18:26,,,NA,,21.1,55.5,2019-10-24 18:18:26
5831,HDSc001_paver,2019-10-24,18:18:37,,,NA,,21.5,55.6,2019-10-24 18:18:37
5832,HDSc001_paver,2019-10-24,18:18:47,,,NA,,21.5,55.4,2019-10-24 18:18:47
5833,HDSc001_paver,2019-10-24,18:18:58,,,NA,,21.5,55.7,2019-10-24 18:18:58
5834,HDSc001_paver,2019-10-24,18:19:08,,,NA,,21.2,56.6,2019-10-24 18:19:08
5835,HDSc001_paver,2019-10-24,18:19:20,,,NA,,20.8,57.0,2019-10-24 18:19:20
5836,HDSc001_paver,2019-10-24,18:20:33,,,NA,,21.2,55.6,2019-10-24 18:20:33
5837,HDSc001_paver,2019-10-24,18:20:43,,,NA,,21.2,56.8,2019-10-24 18:20:43
5838,HDSc001_paver,2019-10-24,18:20:54,,,NA,,20.9,55.4,2019-10-24 18:20:54
5839,HDSc001_paver,2019-10-24,18:21:04,,,NA,,21.2,56.9,2019-10-24 18:21:04
5840,HDSc001_paver,2019-10-24,18:21:15,,,NA,,21.1,56.8,2019-10-24 18:21:15
5841,HDSc001_paver,2019-10-24,18:21:25,,,NA,,20.6,56.2,2019-10-24 18:21:25
5842,HDSc001_paver,2019-10-24,18:21:36,,,NA,,21.2,56.9,2019-10-24 18:21:36
5843,HDSc001_paver,2019-10-24,18:21:46,,,NA,,21.2,55.6,2019-10-24 18:21:46
5844,HDSc001_paver,2019-10-24,18:21:57,,,NA,,20.9,55.4,2019-10-24 18:21:57
5845,HDSc001_paver,2019-10-24,18:22:07,,,NA,,21.3,56.8,2019-10-24 18:22:07
5846,HDSc001_paver,2019-10-24,18:23:22,,,NA,,20.9,57.0,2019-10-24 18:23:22
5847,HDSc001_paver,2019-10-24,18:23:33,,,NA,,20.6,56.9,2019-10-24 18:23:33
5848,HDSc001_paver,2019-10-24,18:23:45,,,NA,,20.9,55.7,2019-10-24 18:23:45
5849,HDSc001_paver,2019-10-24,18:23:56,,,NA,,20.9,56.5,2019-10-24 18:23:56
5850,HDSc001_paver,2019-10-24,18:24:06,,,NA,,20.9,56.8,2019-10-24 18:24:06
5851,HDSc001_paver,2019-10-24,18:24:17,,,NA,,21.2,56.2,2019-10-24 18:24:17
5852,HDSc001_paver,2019-10-24,18:24:27,,,NA,,20.8,55.4,2019-10-24 18:24:27
5853,HDSc001_paver,2019-10-24,18:24:38,,,NA,,20.4,57.0,2019-10-24 18:24:38
5854,HDSc001_paver,2019-10-24,18:24:50,,,NA,,20.9,56.0,2019-10-24 18:24:50
5855,HDSc001_paver,2019-10-24,18:25:01,,,NA,,21.2,56.6,2019-10-24 18:25:01
5856,HDSc001_paver,2019-10-24,18:26:01,,,NA,,21.2,56.8,2019-10-24 18:26:01
5857,HDSc001_paver,2019-10-24,18:26:13,,,NA,,21.2,56.9,2019-10-24 18:26:13
5858,HDSc001_paver,2019-10-24,18:26:24,,,NA,,21.5,56.7,2019-10-24 18:26:24
5859,HDSc001_paver,2019-10-24,18:26:34,,,NA,,21.2,55.7,2019-10-24 18:26:34
5860,HDSc001_paver,2019-10-24,18:26:45,,,NA,,21.5,56.6,2019-10-24 18:26:45
5861,HDSc001_paver,2019-10-24,18:26:55,,,NA,,21.5,55.4,2019-10-24 18:26:55
5862,HDSc001_paver,2019-10-24,18:27:06,,,NA,,20.9,56.3,2019-10-24 18:27:06
5863,HDSc001_paver,2019-10-24,18:27:16,,,NA,,21.5,56.8,2019-10-24 18:27:16
5864,HDSc001_paver,2019-10-24,18:27:28,,,NA,,21.5,56.9,2019-10-24 18:27:28
5865,HDSc001_paver,2019-10-24,18:27:40,,,NA,,21.2,55.7,2019-10-24 18:27:40
5866,HDSc001_paver,2019-10-24,18:28:35,,,NA,,20.8,55.5,2019-10-24 18:28:35
5867,HDSc001_paver,2019-10-24,18:28:46,,,NA,,21.5,55.5,2019-10-24 18:28:46
5868,HDSc001_paver,2019-10-24,18:28:56,,,NA,,20.0,57.2,2019-10-24 18:28:56
5869,HDSc001_paver,2019-10-24,18:29:07,,,NA,,20.1,57.2,2019-10-24 18:29:07
5870,HDSc001_paver,2019-10-24,18:29:17,,,NA,,21.0,56.9,2019-10-24 18:29:17
5871,HDSc001_paver,2019-10-24,18:29:28,,,NA,,21.2,57.0,2019-10-24 18:29:28
5872,HDSc001_paver,2019-10-24,18:29:38,,,NA,,21.1,56.8,2019-10-24 18:29:38
5873,HDSc001_paver,2019-10-24,18:29:49,,,NA,,21.5,55.3,2019-10-24 18:29:49
5874,HDSc001_paver,2019-10-24,18:29:59,,,NA,,21.5,56.0,2019-10-24 18:29:59
5875,HDSc001_paver,2019-10-24,18:30:10,,,NA,,21.2,56.8,2019-10-24 18:30:10
5876,HDSc001_paver,2019-10-24,18:31:30,,,NA,,21.5,56.1,2019-10-24 18:31:30
5877,HDSc001_paver,2019-10-24,18:31:41,,,NA,,20.9,56.4,2019-10-24 18:31:41
5878,HDSc001_paver,2019-10-24,18:31:51,,,NA,,21.2,56.5,2019-10-24 18:31:51
5879,HDSc001_paver,2019-10-24,18:32:02,,,NA,,21.5,56.9,2019-10-24 18:32:02
5880,HDSc001_paver,2019-10-24,18:32:12,,,NA,,21.2,55.6,2019-10-24 18:32:12
5881,HDSc001_paver,2019-10-24,18:32:23,,,NA,,21.1,56.9,2019-10-24 18:32:23
5882,HDSc001_paver,2019-10-24,18:32:34,,,NA,,21.2,56.9,2019-10-24 18:32:34
5883,HDSc001_paver,2019-10-24,18:32:44,,,NA,,21.2,56.9,2019-10-24 18:32:44
5884,HDSc001_paver,2019-10-24,18:32:55,,,NA,,21.2,55.6,2019-10-24 18:32:55
5885,HDSc001_paver,2019-10-24,18:33:05,,,NA,,21.2,55.3,2019-10-24 18:33:05
5886,HDSc001_paver,2019-10-24,18:34:22,,,NA,,21.2,55.9,2019-10-24 18:34:22
5887,HDSc001_paver,2019-10-24,18:34:33,,,NA,,21.2,55.9,2019-10-24 18:34:33
